sehir,ilce,ev_tipi,metrekare,oda_sayisi,salon_sayisi,banyo_sayisi,bina_yasi,bina_kat_sayisi,bulundugu_kat,balkon,asansor,park_yeri,site_icinde,esyali,isinma_turu,fiyat_tl
Adana,Kozan,3+2,112,3,2,2,16,8,4,True,False,True,False,True,Soba,606397
Ankara,Sincan,4+2,81,4,2,3,39,15,2,True,True,True,True,False,Doğalgaz,813621
Mersin,Mezitli,5+1,117,5,1,3,13,6,5,False,False,True,True,False,Doğalgaz,870864
Antalya,Aksu,5+1,113,5,1,3,49,10,6,True,False,True,False,True,Kombi,949960
Bursa,Kestel,3+1,50,3,1,2,29,15,14,False,True,False,True,False,Elektrik,394424
Gaziantep,Şehitkamil,3+2,85,3,2,2,2,12,8,True,True,False,True,False,Elektrik,496691
Adana,Çukurova,3+1,89,3,1,2,29,10,6,False,False,True,True,True,Kombi,500759
Adana,Aladağ,5+2,125,5,2,3,43,20,18,False,True,False,True,False,Kombi,746326
Konya,Meram,5+1,82,5,1,3,28,20,14,True,True,True,True,True,Elektrik,510821
Kayseri,İncesu,1+0,35,1,0,1,3,5,1,False,True,True,False,True,Merkezi,300000
İstanbul,Ataşehir,4+2,134,4,2,3,14,3,1,False,True,True,True,False,Merkezi,2327647
Ankara,Pursaklar,3+1,78,3,1,2,14,5,1,False,True,False,True,False,Soba,942459
Bursa,Osmangazi,2+1,54,2,1,2,43,12,1,True,False,False,False,False,Klima,300000
İstanbul,Kadıköy,4+1,65,4,1,3,13,25,14,False,True,False,True,True,Klima,1029285
Gaziantep,Nizip,2+2,111,2,2,2,30,25,5,True,False,True,True,True,Soba,432950
Mersin,Toroslar,1+1,44,1,1,1,27,30,23,False,False,True,False,True,Doğalgaz,300000
Mersin,Toroslar,2+2,83,2,2,2,12,12,2,True,False,True,True,False,Merkezi,632238
Adana,Ceyhan,2+2,92,2,2,2,0,6,3,False,True,True,False,False,Merkezi,580054
Konya,Meram,1+1,45,1,1,1,29,15,7,True,False,False,True,True,Doğalgaz,300000
Kayseri,Melikgazi,2+1,56,2,1,2,24,7,1,True,True,True,False,True,Merkezi,387236
Adana,Yüreğir,3+1,77,3,1,2,30,30,1,True,False,True,True,False,Elektrik,396231
Antalya,Side,1+0,35,1,0,1,3,20,0,True,True,False,True,True,Doğalgaz,654516
İstanbul,Sancaktepe,1+0,35,1,0,1,37,3,2,True,True,True,True,True,Doğalgaz,435456
Gaziantep,İslahiye,1+1,50,1,1,1,22,8,5,True,False,False,True,True,Kombi,300000
Ankara,Etimesgut,5+1,84,5,1,3,18,5,0,True,False,True,False,True,Doğalgaz,930161
Antalya,Kalkan,5+1,118,5,1,3,9,3,0,False,False,True,True,False,Doğalgaz,1403263
Kayseri,Talas,2+2,83,2,2,2,27,25,24,False,True,False,False,True,Soba,490009
İstanbul,Eyüpsultan,5+2,120,5,2,3,22,12,6,True,True,True,True,False,Kombi,2350937
Gaziantep,Şehitkamil,5+2,128,5,2,3,8,4,0,False,False,True,True,False,Kombi,486837
İstanbul,Zeytinburnu,5+2,132,5,2,3,12,12,11,False,False,True,False,False,Doğalgaz,1993142
Bursa,İnegöl,5+1,119,5,1,3,21,6,1,True,True,False,False,True,Merkezi,996552
İstanbul,Kadıköy,3+2,88,3,2,2,5,4,1,True,True,True,True,True,Klima,2223923
Mersin,Mezitli,3+1,68,3,1,2,19,15,2,False,True,True,True,False,Kombi,361104
Kayseri,Kocasinan,4+1,73,4,1,3,27,7,7,False,False,True,False,False,Merkezi,322884
İzmir,Balçova,3+2,121,3,2,2,24,10,8,True,False,True,False,False,Doğalgaz,926023
Antalya,Kalkan,4+2,78,4,2,3,27,5,4,False,False,False,False,False,Soba,559116
Gaziantep,İslahiye,5+2,142,5,2,3,12,12,1,False,True,True,True,True,Doğalgaz,864579
Mersin,Erdemli,5+1,92,5,1,3,19,12,6,False,False,False,False,True,Merkezi,474659
İstanbul,Üsküdar,2+2,66,2,2,2,9,20,5,False,False,False,False,True,Elektrik,1407179
Gaziantep,Nizip,3+1,69,3,1,2,2,6,3,True,True,False,False,True,Soba,473981
Bursa,Yıldırım,1+0,35,1,0,1,29,4,0,False,True,True,False,True,Merkezi,300000
Antalya,Aksu,4+2,117,4,2,3,23,15,12,False,True,True,False,True,Soba,1176182
Bursa,Orhangazi,4+1,111,4,1,3,46,3,1,True,True,True,False,False,Elektrik,648856
Antalya,Manavgat,2+1,61,2,1,2,7,5,2,True,False,True,True,False,Klima,961476
Bursa,Yıldırım,3+1,50,3,1,2,37,3,1,False,False,False,True,True,Doğalgaz,300000
Antalya,Kepez,2+2,54,2,2,2,2,4,2,True,True,False,False,True,Doğalgaz,968503
İstanbul,Maltepe,1+0,35,1,0,1,32,25,18,True,True,True,False,False,Merkezi,531452
Konya,Selçuklu,5+2,102,5,2,3,13,10,5,False,True,False,False,False,Klima,473895
İstanbul,Ataşehir,5+1,124,5,1,3,19,4,0,True,True,True,False,True,Soba,2404776
Konya,Akşehir,3+2,128,3,2,2,27,15,13,True,False,True,False,True,Elektrik,718986
Adana,Ceyhan,3+2,109,3,2,2,19,6,4,True,False,False,False,True,Elektrik,598784
Gaziantep,Oğuzeli,5+2,132,5,2,3,10,6,5,True,True,False,True,False,Elektrik,695809
Mersin,Akdeniz,2+1,49,2,1,2,20,12,1,True,True,True,True,True,Doğalgaz,367735
Gaziantep,Nurdağı,1+0,35,1,0,1,18,5,2,True,False,False,True,True,Klima,300000
Konya,Meram,5+1,108,5,1,3,50,6,4,True,False,False,False,False,Kombi,404507
Bursa,Gemlik,1+1,47,1,1,1,0,7,1,False,True,True,False,True,Soba,680065
Gaziantep,İslahiye,1+0,35,1,0,1,25,7,0,True,False,False,False,False,Elektrik,300000
İzmir,Bayraklı,5+2,98,5,2,3,3,20,7,True,False,False,True,False,Kombi,781145
Konya,Beyşehir,3+2,89,3,2,2,12,5,4,True,False,False,True,False,Elektrik,449872
Kayseri,İncesu,3+1,92,3,1,2,29,12,4,True,False,True,True,True,Elektrik,549133
İstanbul,Fatih,3+2,72,3,2,2,12,30,12,True,False,False,False,False,Soba,1140952
Gaziantep,Nizip,1+1,58,1,1,1,12,15,9,False,True,True,False,True,Elektrik,360297
Antalya,Side,2+1,56,2,1,2,19,20,4,False,True,True,True,True,Elektrik,640839
İstanbul,Ataşehir,5+2,106,5,2,3,19,4,1,True,True,True,False,False,Kombi,1644757
İstanbul,Üsküdar,4+2,141,4,2,3,24,25,10,True,False,True,True,True,Kombi,3376144
Gaziantep,Nizip,4+1,74,4,1,3,9,30,19,True,False,False,False,False,Soba,300000
İstanbul,Üsküdar,1+1,48,1,1,1,20,4,0,True,True,False,False,True,Klima,597438
İzmir,Narlıdere,3+2,96,3,2,2,18,25,22,True,True,False,True,True,Merkezi,1111879
İstanbul,Çekmeköy,4+2,93,4,2,3,4,15,15,True,True,True,True,True,Doğalgaz,1812903
Mersin,Akdeniz,5+1,104,5,1,3,10,4,0,True,True,True,False,True,Doğalgaz,706597
Ankara,Polatlı,4+1,63,4,1,3,9,8,8,True,True,False,True,False,Elektrik,454317
Mersin,Akdeniz,2+1,58,2,1,2,28,20,15,False,True,True,True,True,Doğalgaz,441193
Bursa,Yıldırım,4+1,110,4,1,3,25,6,1,True,False,False,True,False,Doğalgaz,630961
Mersin,Toroslar,4+1,73,4,1,3,9,10,10,False,True,False,False,True,Klima,567585
Bursa,Nilüfer,4+1,66,4,1,3,27,25,22,False,True,False,True,False,Merkezi,577433
Gaziantep,Şahinbey,5+2,132,5,2,3,11,6,0,True,False,True,False,True,Soba,839808
Adana,Kozan,4+1,81,4,1,3,11,5,1,True,False,True,False,True,Doğalgaz,528534
İzmir,Bayraklı,4+1,68,4,1,3,4,20,15,False,False,False,True,True,Kombi,741780
Adana,Kozan,2+2,75,2,2,2,48,5,2,False,False,True,False,True,Elektrik,364498
Mersin,Erdemli,2+1,69,2,1,2,9,25,4,False,True,False,True,False,Elektrik,391187
Konya,Karatay,3+2,118,3,2,2,23,8,7,False,False,True,False,True,Soba,559652
Gaziantep,Oğuzeli,1+1,46,1,1,1,5,25,2,True,True,True,True,True,Elektrik,324208
Antalya,Kaş,3+2,46,3,2,2,30,3,3,True,False,False,True,False,Doğalgaz,431214
Kayseri,Kocasinan,1+0,35,1,0,1,30,30,13,False,True,True,False,True,Elektrik,300000
Mersin,Mezitli,2+1,59,2,1,2,35,4,2,False,True,False,False,False,Kombi,300000
Adana,Seyhan,5+1,65,5,1,3,48,25,7,True,False,False,False,False,Soba,300000
Bursa,Osmangazi,5+2,133,5,2,3,15,10,3,True,False,False,True,False,Doğalgaz,824536
Kayseri,İncesu,5+1,100,5,1,3,0,7,5,False,True,False,False,True,Doğalgaz,578077
Gaziantep,Nizip,3+1,77,3,1,2,22,4,4,False,True,False,True,True,Elektrik,396465
Antalya,Döşemealtı,3+2,61,3,2,2,13,10,5,False,True,False,True,False,Elektrik,802410
Konya,Karatay,2+1,50,2,1,2,2,8,6,True,True,True,False,True,Kombi,337660
Gaziantep,Nizip,5+1,98,5,1,3,27,3,1,False,False,True,False,False,Klima,377984
Konya,Beyşehir,2+1,47,2,1,2,24,8,6,True,True,True,True,True,Kombi,300000
Adana,Aladağ,1+0,35,1,0,1,5,25,7,False,False,True,False,False,Soba,300000
Antalya,Side,1+1,48,1,1,1,22,10,3,True,True,False,True,False,Elektrik,452743
Bursa,Orhangazi,3+1,59,3,1,2,34,12,11,True,True,True,True,True,Kombi,543003
Gaziantep,Şahinbey,4+1,65,4,1,3,16,6,1,True,True,True,False,False,Klima,300000
Antalya,Döşemealtı,3+1,77,3,1,2,16,8,6,False,True,False,True,False,Soba,924412
Antalya,Alanya,2+2,41,2,2,2,1,6,2,True,True,True,False,True,Soba,596654
Konya,Selçuklu,5+2,129,5,2,3,8,4,3,False,False,False,False,True,Doğalgaz,945523
İstanbul,Esenler,2+1,59,2,1,2,28,8,5,False,True,False,True,False,Doğalgaz,563984
Ankara,Yenimahalle,5+2,110,5,2,3,22,4,0,True,False,True,True,False,Soba,1187846
Konya,Karatay,4+2,89,4,2,3,1,30,4,True,False,False,False,False,Merkezi,421270
Ankara,Pursaklar,1+1,42,1,1,1,25,12,6,True,True,False,True,False,Doğalgaz,305108
Kayseri,Melikgazi,3+1,72,3,1,2,19,30,26,True,True,False,False,False,Merkezi,439116
Kayseri,Talas,3+1,75,3,1,2,10,5,0,True,True,False,False,False,Kombi,370037
Antalya,Aksu,4+2,96,4,2,3,6,4,1,True,False,True,True,False,Kombi,1033221
Antalya,Muratpaşa,3+1,83,3,1,2,0,6,4,False,False,False,True,False,Elektrik,1373525
İzmir,Narlıdere,5+2,110,5,2,3,5,7,5,True,False,True,False,True,Soba,2038695
İstanbul,Esenler,5+2,121,5,2,3,28,4,3,True,False,True,False,False,Kombi,1112611
Kayseri,İncesu,2+1,53,2,1,2,29,12,3,False,True,False,True,False,Kombi,300000
Konya,Karatay,2+1,60,2,1,2,17,6,4,False,True,False,True,True,Merkezi,300000
Kayseri,Kocasinan,1+1,55,1,1,1,17,5,0,False,False,True,True,True,Klima,303153
Ankara,Pursaklar,2+2,108,2,2,2,31,3,0,True,True,True,True,False,Kombi,1086599
Kayseri,Melikgazi,1+0,35,1,0,1,28,4,4,True,True,True,False,False,Kombi,300000
Antalya,Alanya,3+2,92,3,2,2,4,5,1,False,True,True,True,True,Klima,1860079
Antalya,Kepez,4+2,112,4,2,3,1,10,2,True,True,False,False,True,Soba,1497283
Antalya,Döşemealtı,2+2,68,2,2,2,34,25,22,False,True,True,True,True,Soba,951074
Adana,Seyhan,5+2,107,5,2,3,11,8,1,True,True,True,False,False,Klima,608925
İzmir,Foça,2+2,63,2,2,2,28,5,5,False,False,True,False,False,Elektrik,466829
Adana,Çukurova,1+1,66,1,1,1,35,3,1,False,True,False,False,False,Doğalgaz,300000
Ankara,Beypazarı,2+2,79,2,2,2,6,30,8,False,True,True,False,False,Soba,1095939
Konya,Ereğli,3+2,89,3,2,2,23,30,13,True,True,False,False,False,Klima,367079
Mersin,Akdeniz,4+2,81,4,2,3,16,15,7,False,True,True,True,False,Doğalgaz,546803
Bursa,Osmangazi,5+1,91,5,1,3,6,15,15,True,False,False,True,False,Merkezi,991681
İzmir,Seferihisar,4+2,127,4,2,3,7,10,3,True,True,True,True,False,Elektrik,2257108
İstanbul,Sancaktepe,5+1,106,5,1,3,30,3,0,True,False,True,True,True,Soba,1480986
İzmir,Karşıyaka,3+1,73,3,1,2,24,4,0,True,True,False,True,False,Merkezi,684090
Gaziantep,Nurdağı,5+1,101,5,1,3,26,12,12,False,True,True,True,True,Klima,509511
İzmir,Bayraklı,2+1,60,2,1,2,44,3,3,False,False,False,True,False,Kombi,485509
Antalya,Kepez,4+2,82,4,2,3,27,10,2,False,True,True,False,True,Elektrik,955336
Mersin,Tarsus,1+1,59,1,1,1,18,30,14,False,False,True,True,False,Elektrik,326950
Gaziantep,Şehitkamil,4+1,47,4,1,3,2,4,0,False,True,True,False,True,Klima,300000
Ankara,Keçiören,3+1,89,3,1,2,40,20,0,True,True,True,True,False,Doğalgaz,767953
Kayseri,Develi,1+0,35,1,0,1,0,20,15,False,True,False,True,False,Soba,300000
Gaziantep,İslahiye,3+1,82,3,1,2,28,8,6,True,True,False,False,True,Klima,347721
İzmir,Konak,5+2,109,5,2,3,21,10,7,False,True,True,False,True,Elektrik,1278131
Ankara,Elmadağ,3+1,65,3,1,2,27,6,6,True,False,False,True,False,Soba,455757
Adana,Aladağ,2+2,104,2,2,2,7,3,3,True,True,False,True,True,Kombi,791798
Antalya,Kaş,1+1,58,1,1,1,18,12,1,True,False,True,True,False,Klima,803419
Adana,Çukurova,1+1,56,1,1,1,29,4,1,False,False,False,False,True,Doğalgaz,300000
Kayseri,İncesu,1+0,35,1,0,1,19,8,4,True,False,False,False,False,Doğalgaz,300000
Gaziantep,İslahiye,3+2,74,3,2,2,21,7,0,True,True,True,True,False,Merkezi,354036
İzmir,Güzelbahçe,2+2,60,2,2,2,19,4,1,True,False,False,False,False,Doğalgaz,519659
Ankara,Yenimahalle,1+1,42,1,1,1,9,10,6,False,True,False,False,False,Kombi,420371
Konya,Meram,4+1,87,4,1,3,22,12,0,False,True,True,False,True,Klima,401736
Gaziantep,Şahinbey,5+1,106,5,1,3,6,10,7,True,True,False,False,False,Elektrik,487648
İzmir,Karşıyaka,2+1,69,2,1,2,16,4,2,False,False,False,True,False,Kombi,612680
İstanbul,Kadıköy,2+2,80,2,2,2,7,8,4,False,False,False,False,True,Elektrik,2076214
Gaziantep,Oğuzeli,5+2,91,5,2,3,25,10,0,True,True,True,False,False,Doğalgaz,300000
İzmir,Balçova,2+1,65,2,1,2,5,12,5,False,False,True,False,True,Elektrik,796653
Konya,Beyşehir,5+2,123,5,2,3,7,4,0,False,True,False,True,False,Kombi,724985
Bursa,Osmangazi,5+1,107,5,1,3,13,8,0,True,False,False,False,False,Soba,801771
Adana,Kozan,4+2,111,4,2,3,41,10,8,True,True,False,False,False,Kombi,407631
Mersin,Tarsus,2+1,66,2,1,2,18,15,13,False,False,True,True,True,Doğalgaz,620063
İstanbul,Eyüpsultan,2+2,76,2,2,2,30,4,3,True,False,True,False,False,Kombi,672514
Bursa,Kestel,4+2,125,4,2,3,9,10,1,True,False,False,False,False,Doğalgaz,909686
Adana,Kozan,3+1,40,3,1,2,13,15,9,False,False,True,True,False,Doğalgaz,300000
İstanbul,Beşiktaş,2+1,52,2,1,2,50,8,8,False,False,True,False,True,Klima,836267
Gaziantep,Şehitkamil,5+2,122,5,2,3,32,25,12,False,True,False,True,False,Soba,448858
Mersin,Mezitli,2+2,90,2,2,2,27,6,0,True,False,False,True,False,Kombi,347390
Ankara,Keçiören,1+0,35,1,0,1,30,10,0,True,True,True,False,True,Elektrik,303908
İzmir,Balçova,5+1,109,5,1,3,27,5,1,False,True,True,False,False,Elektrik,846125
İstanbul,Maltepe,1+1,38,1,1,1,5,5,5,True,True,False,True,True,Kombi,994821
Antalya,Aksu,2+1,52,2,1,2,18,4,0,True,False,True,False,True,Merkezi,639061
Ankara,Gölbaşı,1+1,50,1,1,1,19,6,5,False,False,True,True,False,Doğalgaz,659791
İzmir,Foça,5+2,109,5,2,3,32,25,19,True,False,False,False,True,Kombi,749627
Mersin,Erdemli,4+1,82,4,1,3,21,4,1,True,True,True,False,True,Kombi,500097
İstanbul,Kartal,2+1,68,2,1,2,27,6,0,False,False,False,True,True,Soba,583496
Mersin,Erdemli,4+1,65,4,1,3,46,12,11,False,False,True,False,True,Kombi,300000
Antalya,Manavgat,1+1,55,1,1,1,12,20,18,True,False,False,False,False,Klima,719783
Antalya,Alanya,5+2,112,5,2,3,19,4,4,True,False,False,True,False,Kombi,1140022
İstanbul,Güngören,4+1,84,4,1,3,15,20,13,False,False,True,True,True,Soba,1701425
Gaziantep,Şehitkamil,5+1,77,5,1,3,8,6,0,False,True,False,True,True,Soba,476977
İstanbul,Kartal,3+1,84,3,1,2,41,12,9,True,True,False,False,True,Klima,1061847
Bursa,Nilüfer,4+2,106,4,2,3,24,7,1,False,False,False,True,True,Doğalgaz,1142235
Konya,Ereğli,1+0,35,1,0,1,0,7,6,False,True,False,False,True,Klima,300000
İstanbul,Pendik,1+0,35,1,0,1,49,25,25,True,False,False,True,False,Doğalgaz,300000
Mersin,Tarsus,1+0,35,1,0,1,3,8,0,True,False,False,False,False,Soba,300000
Gaziantep,Şahinbey,4+2,100,4,2,3,21,8,7,False,False,False,False,True,Soba,487031
Kayseri,Melikgazi,1+0,35,1,0,1,31,6,0,True,True,False,False,True,Kombi,300000
Ankara,Mamak,5+1,126,5,1,3,26,15,0,False,True,True,True,False,Doğalgaz,1173912
Antalya,Alanya,5+2,116,5,2,3,27,10,4,True,False,True,True,False,Kombi,800898
Kayseri,İncesu,3+2,86,3,2,2,25,25,3,True,False,False,False,False,Elektrik,300000
Konya,Karatay,1+1,67,1,1,1,26,7,4,False,True,True,True,True,Merkezi,345395
İstanbul,Bakırköy,1+0,35,1,0,1,19,25,6,True,False,True,False,True,Klima,550607
Mersin,Tarsus,5+1,95,5,1,3,27,7,7,True,True,True,False,False,Merkezi,588393
Kayseri,Develi,3+1,62,3,1,2,2,10,3,False,True,False,True,True,Merkezi,526927
Ankara,Elmadağ,1+1,40,1,1,1,17,6,0,False,True,False,False,False,Soba,300000
Ankara,Polatlı,1+1,41,1,1,1,7,8,6,False,False,False,True,False,Soba,436434
Adana,Seyhan,1+0,35,1,0,1,29,25,12,True,False,True,False,True,Klima,300000
Antalya,Kaş,5+2,82,5,2,3,16,12,8,True,True,True,True,True,Doğalgaz,1208113
İstanbul,Gaziosmanpaşa,4+1,58,4,1,3,21,6,0,False,True,False,False,False,Doğalgaz,653908
Bursa,Gemlik,3+2,92,3,2,2,37,6,1,False,False,False,True,True,Kombi,485694
Mersin,Erdemli,5+2,107,5,2,3,12,12,11,True,False,True,True,True,Soba,818595
Konya,Karatay,1+0,35,1,0,1,18,25,15,True,True,False,True,True,Elektrik,300000
İstanbul,Eyüpsultan,5+1,59,5,1,3,3,12,9,True,False,True,True,True,Klima,1339472
Antalya,Döşemealtı,4+2,99,4,2,3,35,15,5,True,True,False,False,False,Merkezi,830399
Adana,Aladağ,4+1,86,4,1,3,13,25,15,False,True,False,False,False,Klima,371475
Kayseri,İncesu,1+1,44,1,1,1,9,7,0,True,True,False,False,True,Kombi,300000
Kayseri,İncesu,5+1,115,5,1,3,1,6,5,False,True,False,False,True,Soba,890711
Adana,Çukurova,2+2,109,2,2,2,13,20,13,True,True,False,True,False,Merkezi,634967
Kayseri,Talas,4+1,71,4,1,3,17,4,0,False,True,False,True,False,Merkezi,300000
Antalya,Kepez,4+1,53,4,1,3,1,3,3,False,True,True,False,False,Doğalgaz,549975
Gaziantep,Oğuzeli,1+0,35,1,0,1,8,3,2,False,True,True,False,True,Elektrik,300000
Bursa,Orhangazi,5+2,78,5,2,3,6,4,2,False,False,True,False,False,Merkezi,735792
Ankara,Sincan,4+1,74,4,1,3,10,20,9,False,False,True,True,False,Kombi,861110
Gaziantep,İslahiye,3+1,93,3,1,2,2,7,4,False,True,False,False,True,Kombi,636671
Mersin,Akdeniz,5+1,89,5,1,3,18,15,11,False,False,False,False,False,Doğalgaz,337709
Mersin,Yenişehir,2+2,45,2,2,2,23,4,1,True,False,True,False,True,Merkezi,300000
İzmir,Narlıdere,1+0,35,1,0,1,47,12,12,False,True,True,True,False,Elektrik,300000
Ankara,Etimesgut,5+2,111,5,2,3,24,4,2,False,True,True,True,True,Klima,1272433
İzmir,Bayraklı,3+2,86,3,2,2,27,5,1,False,False,True,False,True,Doğalgaz,612868
Ankara,Çankaya,2+1,60,2,1,2,21,20,3,True,True,True,False,True,Klima,921100
Konya,Ereğli,1+0,35,1,0,1,19,4,2,True,True,False,False,True,Merkezi,300000
İzmir,Foça,1+0,35,1,0,1,38,5,1,True,True,False,False,False,Soba,300000
Ankara,Beypazarı,3+2,103,3,2,2,19,8,4,True,False,False,False,True,Doğalgaz,998803
Antalya,Side,1+1,55,1,1,1,4,20,12,False,True,False,True,False,Kombi,750141
Konya,Beyşehir,3+2,79,3,2,2,8,7,0,True,False,False,True,True,Elektrik,524612
İzmir,Gaziemir,5+2,88,5,2,3,27,8,7,False,False,False,True,False,Merkezi,639796
Konya,Akşehir,2+1,58,2,1,2,47,20,16,False,True,False,False,False,Doğalgaz,300000
İstanbul,Beşiktaş,2+1,57,2,1,2,26,6,0,False,False,False,True,True,Doğalgaz,612448
İzmir,Menderes,2+2,70,2,2,2,4,10,1,False,True,True,True,False,Soba,908748
Kayseri,Melikgazi,2+1,60,2,1,2,29,8,1,False,True,True,True,False,Merkezi,300000
Konya,Beyşehir,4+1,104,4,1,3,27,6,1,False,True,True,True,True,Kombi,480689
İstanbul,Beyoğlu,1+0,35,1,0,1,25,8,6,True,False,True,False,True,Kombi,614916
Kayseri,İncesu,4+2,89,4,2,3,25,8,5,True,True,False,False,False,Doğalgaz,447307
Kayseri,Melikgazi,2+1,44,2,1,2,0,15,9,False,True,True,False,True,Kombi,406965
Antalya,Aksu,2+2,94,2,2,2,1,30,11,False,True,True,False,False,Klima,1128184
İstanbul,Esenler,1+1,60,1,1,1,11,20,15,True,False,False,False,True,Soba,874920
İstanbul,Beyoğlu,3+1,75,3,1,2,32,15,10,True,False,True,True,False,Doğalgaz,1183747
Gaziantep,İslahiye,5+2,111,5,2,3,17,4,4,False,True,True,True,False,Klima,668852
Bursa,İnegöl,2+2,91,2,2,2,38,12,4,True,True,True,True,False,Elektrik,470655
İstanbul,Esenler,3+2,114,3,2,2,43,3,3,True,False,False,True,True,Merkezi,1092724
Ankara,Beypazarı,5+1,114,5,1,3,14,8,3,True,True,True,True,True,Kombi,1957457
Gaziantep,Nurdağı,4+2,80,4,2,3,31,20,1,True,True,True,True,True,Merkezi,386518
İzmir,Çiğli,1+0,35,1,0,1,22,8,5,False,True,False,False,True,Elektrik,300000
Ankara,Keçiören,4+1,77,4,1,3,18,15,6,True,False,False,False,False,Elektrik,685598
Bursa,Gemlik,5+1,119,5,1,3,21,30,17,True,False,False,False,False,Doğalgaz,828075
Bursa,Yıldırım,4+2,91,4,2,3,30,6,2,True,True,False,True,True,Kombi,675346
Konya,Beyşehir,3+2,60,3,2,2,16,4,0,False,False,False,False,True,Doğalgaz,300000
Antalya,Kalkan,2+2,94,2,2,2,43,12,0,False,False,True,True,True,Merkezi,1152278
İzmir,Foça,2+2,59,2,2,2,28,15,1,True,False,True,False,False,Klima,371417
Bursa,Osmangazi,5+1,94,5,1,3,24,30,26,False,True,True,False,False,Klima,655150
Konya,Ereğli,5+2,96,5,2,3,47,30,18,False,True,False,False,True,Kombi,412869
İstanbul,Maltepe,4+1,75,4,1,3,48,4,1,False,False,False,True,False,Soba,758456
Antalya,Aksu,5+2,127,5,2,3,15,3,0,False,False,True,False,False,Doğalgaz,1174040
Konya,Meram,3+2,83,3,2,2,20,3,2,True,False,True,True,False,Klima,409906
Mersin,Toroslar,1+1,46,1,1,1,13,12,2,False,False,True,True,True,Kombi,330828
Kayseri,Melikgazi,3+1,67,3,1,2,10,4,0,False,False,True,True,True,Elektrik,580567
Antalya,Aksu,1+0,35,1,0,1,21,25,11,True,False,True,True,False,Doğalgaz,347051
Mersin,Yenişehir,3+1,80,3,1,2,23,6,2,False,True,False,False,True,Doğalgaz,394800
Adana,Aladağ,5+1,117,5,1,3,28,8,6,False,False,True,True,False,Doğalgaz,534413
Antalya,Konyaaltı,5+2,112,5,2,3,22,3,0,False,False,True,False,True,Elektrik,1488694
İzmir,Narlıdere,1+1,35,1,1,1,25,4,1,False,True,True,False,False,Soba,300000
Antalya,Döşemealtı,5+2,87,5,2,3,12,7,3,False,True,False,False,True,Elektrik,1078871
Bursa,Kestel,2+2,106,2,2,2,15,8,1,True,False,False,True,False,Merkezi,1080356
Bursa,Yıldırım,4+2,116,4,2,3,20,6,6,True,False,False,False,False,Doğalgaz,791988
Ankara,Pursaklar,2+2,50,2,2,2,24,15,4,True,True,False,True,True,Doğalgaz,478411
Gaziantep,Oğuzeli,4+2,86,4,2,3,16,30,29,True,True,False,True,True,Doğalgaz,480856
İzmir,Bayraklı,4+2,99,4,2,3,12,10,6,False,True,False,True,False,Soba,899383
Kayseri,Develi,5+2,69,5,2,3,5,4,0,False,False,False,False,False,Soba,377641
Konya,Beyşehir,2+1,46,2,1,2,30,30,5,True,True,True,False,False,Merkezi,300000
Adana,Sarıçam,2+1,83,2,1,2,34,15,8,True,False,False,False,True,Klima,302929
Mersin,Tarsus,5+2,56,5,2,3,13,15,13,False,False,True,True,True,Elektrik,432128
Bursa,Orhangazi,4+2,125,4,2,3,2,7,5,False,True,True,False,False,Merkezi,1517974
Konya,Karatay,2+1,44,2,1,2,21,7,4,True,False,True,True,True,Klima,300000
Mersin,Mezitli,1+0,35,1,0,1,25,20,1,True,True,False,True,False,Kombi,300000
Antalya,Kalkan,2+2,120,2,2,2,22,30,14,False,False,True,True,False,Merkezi,898342
Konya,Selçuklu,1+1,49,1,1,1,26,5,2,False,True,True,True,False,Kombi,300000
Mersin,Toroslar,4+1,101,4,1,3,30,12,10,True,False,True,False,True,Elektrik,562306
Mersin,Toroslar,3+1,75,3,1,2,26,15,1,True,True,False,True,True,Soba,412421
Konya,Karatay,3+2,95,3,2,2,18,5,5,True,True,True,True,True,Merkezi,647486
Ankara,Gölbaşı,4+2,115,4,2,3,27,20,6,True,False,False,False,True,Elektrik,854047
Adana,Sarıçam,4+2,110,4,2,3,12,25,5,False,False,False,False,False,Klima,502902
Konya,Selçuklu,1+1,57,1,1,1,40,6,0,False,False,False,True,False,Doğalgaz,300000
İzmir,Balçova,5+1,61,5,1,3,14,25,3,True,False,False,False,True,Doğalgaz,707108
Antalya,Aksu,4+2,84,4,2,3,44,6,6,True,False,False,False,False,Merkezi,577346
Konya,Ereğli,2+2,69,2,2,2,14,7,0,True,False,True,False,False,Merkezi,381959
Bursa,Yıldırım,4+2,59,4,2,3,26,6,6,False,True,True,True,False,Doğalgaz,636133
Adana,Çukurova,4+2,124,4,2,3,22,4,0,False,True,True,False,True,Soba,663033
İzmir,Gaziemir,5+1,93,5,1,3,22,10,3,True,True,True,True,False,Merkezi,929336
İstanbul,Fatih,4+1,91,4,1,3,7,7,0,True,False,True,False,False,Kombi,1437071
Antalya,Kepez,1+1,52,1,1,1,29,4,4,True,True,True,True,False,Kombi,558627
Kayseri,Talas,5+1,91,5,1,3,26,10,8,False,False,False,True,True,Soba,419247
Kayseri,İncesu,2+2,75,2,2,2,1,7,6,False,False,False,False,True,Merkezi,627336
İstanbul,Bahçelievler,2+2,88,2,2,2,26,8,8,False,True,True,False,True,Merkezi,677311
